Match_ID,Stage,Matchup,Score_Line,Probability_Pct
M88,Round of 32,colombia vs ghana,colombia 1 - 2 ghana,0.33
M88,Round of 32,colombia vs ghana,colombia 4 - 3 ghana,0.33
M88,Round of 32,colombia vs ghana,colombia 0 - 2 ghana,0.23
M88,Round of 32,colombia vs ghana,colombia 6 - 2 ghana,0.17
M88,Round of 32,colombia vs ghana,colombia 7 - 0 ghana,0.15
M88,Round of 32,colombia vs ghana,colombia 5 - 3 ghana,0.13
M88,Round of 32,colombia vs ghana,colombia 7 - 1 ghana,0.13
M88,Round of 32,colombia vs ghana,colombia 1 - 3 ghana,0.1
M88,Round of 32,colombia vs ghana,colombia 2 - 3 ghana,0.08
M88,Round of 32,colombia vs ghana,colombia 0 - 3 ghana,0.07
M88,Round of 32,colombia vs ghana,colombia 7 - 2 ghana,0.05
M88,Round of 32,colombia vs ghana,colombia 4 - 4 ghana,0.04
M88,Round of 32,colombia vs ghana,colombia 6 - 3 ghana,0.03
M88,Round of 32,colombia vs ghana,colombia 5 - 4 ghana,0.03
M88,Round of 32,colombia vs ghana,colombia 1 - 4 ghana,0.03
M88,Round of 32,colombia vs ghana,colombia 7 - 3 ghana,0.02
M88,Round of 32,colombia vs ghana,colombia 0 - 4 ghana,0.02
M88,Round of 32,colombia vs ghana,colombia 2 - 4 ghana,0.02
M88,Round of 32,colombia vs ghana,colombia 6 - 4 ghana,0.01
M88,Round of 32,colombia vs ghana,colombia 1 - 5 ghana,0.01
M88,Round of 32,colombia vs ghana,colombia 0 - 5 ghana,0.01
M88,Round of 32,colombia vs ghana,colombia 3 - 4 ghana,0.01
M88,Round of 32,colombia vs ghana,colombia 7 - 4 ghana,0.0
M88,Round of 32,colombia vs ghana,colombia 2 - 5 ghana,0.0
M88,Round of 32,colombia vs ghana,colombia 5 - 5 ghana,0.0
M88,Round of 32,colombia vs ghana,colombia 0 - 6 ghana,0.0
M88,Round of 32,colombia vs ghana,colombia 2 - 6 ghana,0.0
M88,Round of 32,colombia vs ghana,colombia 1 - 6 ghana,0.0
M88,Round of 32,colombia vs ghana,colombia 4 - 5 ghana,0.0
M89,Round of 16,france vs germany,france 1 - 0 germany,15.16
M89,Round of 16,france vs germany,france 2 - 1 germany,11.67
M89,Round of 16,france vs germany,france 1 - 1 germany,11.51
M89,Round of 16,france vs germany,france 2 - 0 germany,11.37
M89,Round of 16,france vs germany,france 0 - 0 germany,7.91
M89,Round of 16,france vs germany,france 3 - 1 germany,6.36
M89,Round of 16,france vs germany,france 3 - 0 germany,5.9
M89,Round of 16,france vs germany,france 2 - 2 germany,4.84
M89,Round of 16,france vs germany,france 3 - 2 germany,3.49
M89,Round of 16,france vs germany,france 4 - 1 germany,2.7
M89,Round of 16,france vs germany,france 0 - 1 germany,2.63
M89,Round of 16,france vs germany,france 4 - 0 germany,2.58
M89,Round of 16,france vs germany,france 1 - 2 germany,2.05
M89,Round of 16,france vs germany,france 0 - 2 germany,1.52
M89,Round of 16,france vs germany,france 4 - 2 germany,1.49
M89,Round of 16,france vs germany,france 3 - 3 germany,1.02
M89,Round of 16,france vs germany,france 5 - 1 germany,0.96
M89,Round of 16,france vs germany,france 5 - 0 germany,0.91
M89,Round of 16,france vs germany,france 1 - 3 germany,0.79
M89,Round of 16,france vs germany,france 4 - 3 germany,0.65
M89,Round of 16,france vs germany,france 2 - 3 germany,0.63
M89,Round of 16,france vs germany,france 0 - 3 germany,0.6
M89,Round of 16,france vs germany,france 5 - 2 germany,0.54
M89,Round of 16,france vs germany,france 6 - 1 germany,0.34
M89,Round of 16,france vs germany,france 6 - 0 germany,0.33
M89,Round of 16,france vs germany,france 1 - 4 germany,0.28
M89,Round of 16,france vs germany,france 5 - 3 germany,0.21
M89,Round of 16,france vs germany,france 2 - 4 germany,0.21
M89,Round of 16,france vs germany,france 0 - 4 germany,0.18
M89,Round of 16,france vs germany,france 6 - 2 germany,0.16
M89,Round of 16,france vs germany,france 4 - 4 germany,0.15
M89,Round of 16,france vs germany,france 5 - 4 germany,0.09
M89,Round of 16,france vs germany,france 3 - 4 germany,0.09
M89,Round of 16,france vs germany,france 7 - 1 germany,0.09
M89,Round of 16,france vs germany,france 7 - 0 germany,0.09
M89,Round of 16,france vs germany,france 1 - 5 germany,0.07
M89,Round of 16,france vs germany,france 6 - 3 germany,0.07
M89,Round of 16,france vs germany,france 2 - 5 germany,0.06
M89,Round of 16,france vs germany,france 0 - 5 germany,0.05
M89,Round of 16,france vs germany,france 7 - 2 germany,0.05
M89,Round of 16,france vs germany,france 3 - 5 germany,0.03
M89,Round of 16,france vs germany,france 6 - 4 germany,0.03
M89,Round of 16,france vs germany,france 1 - 6 germany,0.02
M89,Round of 16,france vs germany,france 5 - 5 germany,0.02
M89,Round of 16,france vs germany,france 2 - 6 germany,0.01
M89,Round of 16,france vs germany,france 7 - 3 germany,0.01
M89,Round of 16,france vs germany,france 0 - 6 germany,0.01
M89,Round of 16,france vs germany,france 4 - 5 germany,0.01
M89,Round of 16,france vs germany,france 3 - 6 germany,0.01
M89,Round of 16,france vs germany,france 0 - 7 germany,0.01
M89,Round of 16,france vs germany,france 6 - 6 germany,0.0
M89,Round of 16,france vs germany,france 7 - 4 germany,0.0
M89,Round of 16,france vs germany,france 1 - 7 germany,0.0
M89,Round of 16,france vs germany,france 6 - 5 germany,0.0
M89,Round of 16,france vs germany,france 7 - 5 germany,0.0
M89,Round of 16,france vs germany,france 2 - 7 germany,0.0
M89,Round of 16,france vs germany,france 5 - 6 germany,0.0
M89,Round of 16,france vs germany,france 7 - 6 germany,0.0
M89,Round of 16,france vs germany,france 3 - 7 germany,0.0
M90,Round of 16,canada vs netherlands,canada 0 - 1 netherlands,16.69
M90,Round of 16,canada vs netherlands,canada 0 - 2 netherlands,15.31
M90,Round of 16,canada vs netherlands,canada 1 - 2 netherlands,11.07
M90,Round of 16,canada vs netherlands,canada 0 - 3 netherlands,10.15
M90,Round of 16,canada vs netherlands,canada 1 - 3 netherlands,7.35
M90,Round of 16,canada vs netherlands,canada 1 - 1 netherlands,6.75
M90,Round of 16,canada vs netherlands,canada 0 - 4 netherlands,5.33
M90,Round of 16,canada vs netherlands,canada 0 - 0 netherlands,5.3
M90,Round of 16,canada vs netherlands,canada 1 - 4 netherlands,3.65
M90,Round of 16,canada vs netherlands,canada 2 - 3 netherlands,2.76
M90,Round of 16,canada vs netherlands,canada 0 - 5 netherlands,2.46
M90,Round of 16,canada vs netherlands,canada 2 - 2 netherlands,2.33
M90,Round of 16,canada vs netherlands,canada 1 - 5 netherlands,1.86
M90,Round of 16,canada vs netherlands,canada 2 - 4 netherlands,1.5
M90,Round of 16,canada vs netherlands,canada 1 - 0 netherlands,1.15
M90,Round of 16,canada vs netherlands,canada 0 - 6 netherlands,0.88
M90,Round of 16,canada vs netherlands,canada 2 - 1 netherlands,0.83
M90,Round of 16,canada vs netherlands,canada 2 - 5 netherlands,0.64
M90,Round of 16,canada vs netherlands,canada 1 - 6 netherlands,0.63
M90,Round of 16,canada vs netherlands,canada 3 - 3 netherlands,0.45
M90,Round of 16,canada vs netherlands,canada 3 - 4 netherlands,0.41
M90,Round of 16,canada vs netherlands,canada 2 - 0 netherlands,0.41
M90,Round of 16,canada vs netherlands,canada 0 - 7 netherlands,0.34
M90,Round of 16,canada vs netherlands,canada 2 - 6 netherlands,0.29
M90,Round of 16,canada vs netherlands,canada 3 - 1 netherlands,0.23
M90,Round of 16,canada vs netherlands,canada 1 - 7 netherlands,0.22
M90,Round of 16,canada vs netherlands,canada 3 - 2 netherlands,0.22
M90,Round of 16,canada vs netherlands,canada 3 - 5 netherlands,0.16
M90,Round of 16,canada vs netherlands,canada 3 - 0 netherlands,0.11
M90,Round of 16,canada vs netherlands,canada 2 - 7 netherlands,0.1
M90,Round of 16,canada vs netherlands,canada 3 - 6 netherlands,0.07
M90,Round of 16,canada vs netherlands,canada 4 - 4 netherlands,0.06
M90,Round of 16,canada vs netherlands,canada 4 - 1 netherlands,0.06
M90,Round of 16,canada vs netherlands,canada 4 - 2 netherlands,0.05
M90,Round of 16,canada vs netherlands,canada 4 - 3 netherlands,0.03
M90,Round of 16,canada vs netherlands,canada 4 - 0 netherlands,0.03
M90,Round of 16,canada vs netherlands,canada 5 - 1 netherlands,0.02
M90,Round of 16,canada vs netherlands,canada 4 - 5 netherlands,0.02
M90,Round of 16,canada vs netherlands,canada 3 - 7 netherlands,0.02
M90,Round of 16,canada vs netherlands,canada 4 - 6 netherlands,0.02
M90,Round of 16,canada vs netherlands,canada 4 - 7 netherlands,0.01
M90,Round of 16,canada vs netherlands,canada 6 - 1 netherlands,0.01
M90,Round of 16,canada vs netherlands,canada 5 - 5 netherlands,0.01
M90,Round of 16,canada vs netherlands,canada 5 - 2 netherlands,0.0
M90,Round of 16,canada vs netherlands,canada 6 - 6 netherlands,0.0
M90,Round of 16,canada vs netherlands,canada 5 - 4 netherlands,0.0
M90,Round of 16,canada vs netherlands,canada 5 - 3 netherlands,0.0
M91,Round of 16,portugal vs spain,portugal 1 - 1 spain,17.05
M91,Round of 16,portugal vs spain,portugal 0 - 0 spain,15.66
M91,Round of 16,portugal vs spain,portugal 0 - 1 spain,13.04
M91,Round of 16,portugal vs spain,portugal 1 - 2 spain,7.84
M91,Round of 16,portugal vs spain,portugal 0 - 2 spain,7.46
M91,Round of 16,portugal vs spain,portugal 1 - 0 spain,6.54
M91,Round of 16,portugal vs spain,portugal 2 - 2 spain,5.57
M91,Round of 16,portugal vs spain,portugal 2 - 1 spain,3.89
M91,Round of 16,portugal vs spain,portugal 2 - 0 spain,3.72
M91,Round of 16,portugal vs spain,portugal 1 - 3 spain,3.28
M91,Round of 16,portugal vs spain,portugal 0 - 3 spain,3.26
M91,Round of 16,portugal vs spain,portugal 2 - 3 spain,1.84
M91,Round of 16,portugal vs spain,portugal 3 - 1 spain,1.61
M91,Round of 16,portugal vs spain,portugal 3 - 0 spain,1.42
M91,Round of 16,portugal vs spain,portugal 0 - 4 spain,1.04
M91,Round of 16,portugal vs spain,portugal 1 - 4 spain,1.03
M91,Round of 16,portugal vs spain,portugal 3 - 2 spain,0.95
M91,Round of 16,portugal vs spain,portugal 3 - 3 spain,0.92
M91,Round of 16,portugal vs spain,portugal 2 - 4 spain,0.57
M91,Round of 16,portugal vs spain,portugal 4 - 1 spain,0.5
M91,Round of 16,portugal vs spain,portugal 4 - 0 spain,0.48
M91,Round of 16,portugal vs spain,portugal 4 - 2 spain,0.31
M91,Round of 16,portugal vs spain,portugal 1 - 5 spain,0.27
M91,Round of 16,portugal vs spain,portugal 3 - 4 spain,0.27
M91,Round of 16,portugal vs spain,portugal 0 - 5 spain,0.25
M91,Round of 16,portugal vs spain,portugal 2 - 5 spain,0.16
M91,Round of 16,portugal vs spain,portugal 5 - 0 spain,0.15
M91,Round of 16,portugal vs spain,portugal 4 - 3 spain,0.12
M91,Round of 16,portugal vs spain,portugal 5 - 1 spain,0.11
M91,Round of 16,portugal vs spain,portugal 4 - 4 spain,0.1
M91,Round of 16,portugal vs spain,portugal 5 - 2 spain,0.09
M91,Round of 16,portugal vs spain,portugal 1 - 6 spain,0.07
M91,Round of 16,portugal vs spain,portugal 3 - 5 spain,0.07
M91,Round of 16,portugal vs spain,portugal 0 - 6 spain,0.06
M91,Round of 16,portugal vs spain,portugal 2 - 6 spain,0.04
M91,Round of 16,portugal vs spain,portugal 6 - 1 spain,0.04
M91,Round of 16,portugal vs spain,portugal 6 - 0 spain,0.03
M91,Round of 16,portugal vs spain,portugal 0 - 7 spain,0.03
M91,Round of 16,portugal vs spain,portugal 5 - 3 spain,0.03
M91,Round of 16,portugal vs spain,portugal 6 - 2 spain,0.02
M91,Round of 16,portugal vs spain,portugal 1 - 7 spain,0.02
M91,Round of 16,portugal vs spain,portugal 3 - 6 spain,0.02
M91,Round of 16,portugal vs spain,portugal 7 - 1 spain,0.02
M91,Round of 16,portugal vs spain,portugal 5 - 4 spain,0.02
M91,Round of 16,portugal vs spain,portugal 6 - 3 spain,0.01
M91,Round of 16,portugal vs spain,portugal 2 - 7 spain,0.01
M91,Round of 16,portugal vs spain,portugal 4 - 5 spain,0.01
M91,Round of 16,portugal vs spain,portugal 4 - 6 spain,0.0
M91,Round of 16,portugal vs spain,portugal 7 - 3 spain,0.0
M91,Round of 16,portugal vs spain,portugal 7 - 0 spain,0.0
M91,Round of 16,portugal vs spain,portugal 7 - 4 spain,0.0
M91,Round of 16,portugal vs spain,portugal 5 - 6 spain,0.0
M91,Round of 16,portugal vs spain,portugal 6 - 7 spain,0.0
M91,Round of 16,portugal vs spain,portugal 4 - 7 spain,0.0
M91,Round of 16,portugal vs spain,portugal 6 - 4 spain,0.0
M91,Round of 16,portugal vs spain,portugal 5 - 5 spain,0.0
M91,Round of 16,portugal vs spain,portugal 7 - 2 spain,0.0
M91,Round of 16,portugal vs spain,portugal 7 - 5 spain,0.0
M91,Round of 16,portugal vs spain,portugal 3 - 7 spain,0.0
M92,Round of 16,belgium vs united states,belgium 1 - 0 united states,22.36
M92,Round of 16,belgium vs united states,belgium 2 - 0 united states,16.52
M92,Round of 16,belgium vs united states,belgium 2 - 1 united states,12.73
M92,Round of 16,belgium vs united states,belgium 3 - 0 united states,8.98
M92,Round of 16,belgium vs united states,belgium 3 - 1 united states,6.88
M92,Round of 16,belgium vs united states,belgium 1 - 1 united states,5.8
M92,Round of 16,belgium vs united states,belgium 0 - 0 united states,5.4
M92,Round of 16,belgium vs united states,belgium 4 - 0 united states,3.97
M92,Round of 16,belgium vs united states,belgium 4 - 1 united states,3.03
M92,Round of 16,belgium vs united states,belgium 3 - 2 united states,2.83
M92,Round of 16,belgium vs united states,belgium 2 - 2 united states,1.85
M92,Round of 16,belgium vs united states,belgium 5 - 0 united states,1.45
M92,Round of 16,belgium vs united states,belgium 0 - 1 united states,1.31
M92,Round of 16,belgium vs united states,belgium 4 - 2 united states,1.23
M92,Round of 16,belgium vs united states,belgium 5 - 1 united states,1.03
M92,Round of 16,belgium vs united states,belgium 1 - 2 united states,0.8
M92,Round of 16,belgium vs united states,belgium 6 - 0 united states,0.49
M92,Round of 16,belgium vs united states,belgium 0 - 2 united states,0.49
M92,Round of 16,belgium vs united states,belgium 5 - 2 united states,0.44
M92,Round of 16,belgium vs united states,belgium 6 - 1 united states,0.35
M92,Round of 16,belgium vs united states,belgium 3 - 3 united states,0.32
M92,Round of 16,belgium vs united states,belgium 4 - 3 united states,0.31
M92,Round of 16,belgium vs united states,belgium 1 - 3 united states,0.24
M92,Round of 16,belgium vs united states,belgium 2 - 3 united states,0.17
M92,Round of 16,belgium vs united states,belgium 0 - 3 united states,0.15
M92,Round of 16,belgium vs united states,belgium 6 - 2 united states,0.15
M92,Round of 16,belgium vs united states,belgium 5 - 3 united states,0.15
M92,Round of 16,belgium vs united states,belgium 7 - 0 united states,0.13
M92,Round of 16,belgium vs united states,belgium 7 - 1 united states,0.09
M92,Round of 16,belgium vs united states,belgium 1 - 4 united states,0.05
M92,Round of 16,belgium vs united states,belgium 6 - 3 united states,0.04
M92,Round of 16,belgium vs united states,belgium 0 - 4 united states,0.03
M92,Round of 16,belgium vs united states,belgium 5 - 4 united states,0.03
M92,Round of 16,belgium vs united states,belgium 3 - 4 united states,0.03
M92,Round of 16,belgium vs united states,belgium 2 - 4 united states,0.03
M92,Round of 16,belgium vs united states,belgium 7 - 2 united states,0.03
M92,Round of 16,belgium vs united states,belgium 7 - 3 united states,0.02
M92,Round of 16,belgium vs united states,belgium 4 - 4 united states,0.02
M92,Round of 16,belgium vs united states,belgium 1 - 5 united states,0.01
M92,Round of 16,belgium vs united states,belgium 6 - 4 united states,0.01
M92,Round of 16,belgium vs united states,belgium 0 - 5 united states,0.01
M92,Round of 16,belgium vs united states,belgium 2 - 6 united states,0.01
M92,Round of 16,belgium vs united states,belgium 2 - 5 united states,0.01
M92,Round of 16,belgium vs united states,belgium 6 - 5 united states,0.01
M92,Round of 16,belgium vs united states,belgium 5 - 5 united states,0.0
M92,Round of 16,belgium vs united states,belgium 4 - 5 united states,0.0
M92,Round of 16,belgium vs united states,belgium 1 - 6 united states,0.0
M92,Round of 16,belgium vs united states,belgium 7 - 4 united states,0.0
M92,Round of 16,belgium vs united states,belgium 0 - 6 united states,0.0
M93,Round of 16,brazil vs ivory coast,brazil 1 - 0 ivory coast,22.86
M93,Round of 16,brazil vs ivory coast,brazil 2 - 0 ivory coast,18.94
M93,Round of 16,brazil vs ivory coast,brazil 2 - 1 ivory coast,13.51
M93,Round of 16,brazil vs ivory coast,brazil 3 - 0 ivory coast,11.17
M93,Round of 16,brazil vs ivory coast,brazil 3 - 1 ivory coast,8.01
M93,Round of 16,brazil vs ivory coast,brazil 4 - 0 ivory coast,5.17
M93,Round of 16,brazil vs ivory coast,brazil 4 - 1 ivory coast,3.8
M93,Round of 16,brazil vs ivory coast,brazil 3 - 2 ivory coast,3.01
M93,Round of 16,brazil vs ivory coast,brazil 5 - 0 ivory coast,2.04
M93,Round of 16,brazil vs ivory coast,brazil 1 - 1 ivory coast,1.99
M93,Round of 16,brazil vs ivory coast,brazil 0 - 0 ivory coast,1.9
M93,Round of 16,brazil vs ivory coast,brazil 5 - 1 ivory coast,1.45
M93,Round of 16,brazil vs ivory coast,brazil 4 - 2 ivory coast,1.36
M93,Round of 16,brazil vs ivory coast,brazil 6 - 0 ivory coast,0.71
M93,Round of 16,brazil vs ivory coast,brazil 2 - 2 ivory coast,0.63
M93,Round of 16,brazil vs ivory coast,brazil 5 - 2 ivory coast,0.57
M93,Round of 16,brazil vs ivory coast,brazil 6 - 1 ivory coast,0.48
M93,Round of 16,brazil vs ivory coast,brazil 4 - 3 ivory coast,0.41
M93,Round of 16,brazil vs ivory coast,brazil 0 - 1 ivory coast,0.35
M93,Round of 16,brazil vs ivory coast,brazil 7 - 0 ivory coast,0.26
M93,Round of 16,brazil vs ivory coast,brazil 6 - 2 ivory coast,0.21
M93,Round of 16,brazil vs ivory coast,brazil 0 - 2 ivory coast,0.18
M93,Round of 16,brazil vs ivory coast,brazil 1 - 2 ivory coast,0.17
M93,Round of 16,brazil vs ivory coast,brazil 7 - 1 ivory coast,0.16
M93,Round of 16,brazil vs ivory coast,brazil 5 - 3 ivory coast,0.15
M93,Round of 16,brazil vs ivory coast,brazil 3 - 3 ivory coast,0.11
M93,Round of 16,brazil vs ivory coast,brazil 1 - 3 ivory coast,0.07
M93,Round of 16,brazil vs ivory coast,brazil 7 - 2 ivory coast,0.07
M93,Round of 16,brazil vs ivory coast,brazil 2 - 3 ivory coast,0.06
M93,Round of 16,brazil vs ivory coast,brazil 6 - 3 ivory coast,0.04
M93,Round of 16,brazil vs ivory coast,brazil 0 - 3 ivory coast,0.04
M93,Round of 16,brazil vs ivory coast,brazil 5 - 4 ivory coast,0.04
M93,Round of 16,brazil vs ivory coast,brazil 2 - 4 ivory coast,0.02
M93,Round of 16,brazil vs ivory coast,brazil 7 - 3 ivory coast,0.01
M93,Round of 16,brazil vs ivory coast,brazil 6 - 4 ivory coast,0.01
M93,Round of 16,brazil vs ivory coast,brazil 1 - 4 ivory coast,0.01
M93,Round of 16,brazil vs ivory coast,brazil 0 - 4 ivory coast,0.01
M93,Round of 16,brazil vs ivory coast,brazil 4 - 4 ivory coast,0.01
M93,Round of 16,brazil vs ivory coast,brazil 3 - 4 ivory coast,0.01
M93,Round of 16,brazil vs ivory coast,brazil 7 - 4 ivory coast,0.0
M93,Round of 16,brazil vs ivory coast,brazil 6 - 5 ivory coast,0.0
M93,Round of 16,brazil vs ivory coast,brazil 5 - 5 ivory coast,0.0
M93,Round of 16,brazil vs ivory coast,brazil 0 - 5 ivory coast,0.0
M93,Round of 16,brazil vs ivory coast,brazil 2 - 5 ivory coast,0.0
M93,Round of 16,brazil vs ivory coast,brazil 3 - 5 ivory coast,0.0
M94,Round of 16,england vs mexico,england 1 - 0 mexico,16.57
M94,Round of 16,england vs mexico,england 0 - 0 mexico,13.2
M94,Round of 16,england vs mexico,england 1 - 1 mexico,12.56
M94,Round of 16,england vs mexico,england 2 - 0 mexico,11.72
M94,Round of 16,england vs mexico,england 2 - 1 mexico,8.69
M94,Round of 16,england vs mexico,england 3 - 0 mexico,5.85
M94,Round of 16,england vs mexico,england 0 - 1 mexico,5.72
M94,Round of 16,england vs mexico,england 3 - 1 mexico,4.37
M94,Round of 16,england vs mexico,england 2 - 2 mexico,3.55
M94,Round of 16,england vs mexico,england 1 - 2 mexico,2.96
M94,Round of 16,england vs mexico,england 4 - 0 mexico,2.36
M94,Round of 16,england vs mexico,england 0 - 2 mexico,2.25
M94,Round of 16,england vs mexico,england 4 - 1 mexico,1.79
M94,Round of 16,england vs mexico,england 3 - 2 mexico,1.72
M94,Round of 16,england vs mexico,england 1 - 3 mexico,0.81
M94,Round of 16,england vs mexico,england 5 - 0 mexico,0.76
M94,Round of 16,england vs mexico,england 4 - 2 mexico,0.7
M94,Round of 16,england vs mexico,england 0 - 3 mexico,0.68
M94,Round of 16,england vs mexico,england 5 - 1 mexico,0.64
M94,Round of 16,england vs mexico,england 2 - 3 mexico,0.62
M94,Round of 16,england vs mexico,england 3 - 3 mexico,0.49
M94,Round of 16,england vs mexico,england 5 - 2 mexico,0.25
M94,Round of 16,england vs mexico,england 4 - 3 mexico,0.25
M94,Round of 16,england vs mexico,england 6 - 0 mexico,0.24
M94,Round of 16,england vs mexico,england 6 - 1 mexico,0.19
M94,Round of 16,england vs mexico,england 1 - 4 mexico,0.18
M94,Round of 16,england vs mexico,england 2 - 4 mexico,0.17
M94,Round of 16,england vs mexico,england 0 - 4 mexico,0.16
M94,Round of 16,england vs mexico,england 7 - 0 mexico,0.08
M94,Round of 16,england vs mexico,england 3 - 4 mexico,0.07
M94,Round of 16,england vs mexico,england 5 - 3 mexico,0.07
M94,Round of 16,england vs mexico,england 6 - 2 mexico,0.04
M94,Round of 16,england vs mexico,england 4 - 4 mexico,0.04
M94,Round of 16,england vs mexico,england 7 - 1 mexico,0.04
M94,Round of 16,england vs mexico,england 1 - 5 mexico,0.03
M94,Round of 16,england vs mexico,england 3 - 5 mexico,0.03
M94,Round of 16,england vs mexico,england 5 - 4 mexico,0.03
M94,Round of 16,england vs mexico,england 7 - 2 mexico,0.02
M94,Round of 16,england vs mexico,england 2 - 5 mexico,0.02
M94,Round of 16,england vs mexico,england 0 - 5 mexico,0.02
M94,Round of 16,england vs mexico,england 6 - 3 mexico,0.01
M94,Round of 16,england vs mexico,england 2 - 6 mexico,0.01
M94,Round of 16,england vs mexico,england 4 - 5 mexico,0.01
M94,Round of 16,england vs mexico,england 6 - 4 mexico,0.01
M94,Round of 16,england vs mexico,england 0 - 6 mexico,0.0
M94,Round of 16,england vs mexico,england 1 - 6 mexico,0.0
M94,Round of 16,england vs mexico,england 5 - 5 mexico,0.0
M94,Round of 16,england vs mexico,england 6 - 5 mexico,0.0
M94,Round of 16,england vs mexico,england 5 - 6 mexico,0.0
M94,Round of 16,england vs mexico,england 3 - 7 mexico,0.0
M94,Round of 16,england vs mexico,england 3 - 6 mexico,0.0
M95,Round of 16,argentina vs egypt,argentina 1 - 0 egypt,26.52
M95,Round of 16,argentina vs egypt,argentina 2 - 0 egypt,18.32
M95,Round of 16,argentina vs egypt,argentina 2 - 1 egypt,11.18
M95,Round of 16,argentina vs egypt,argentina 3 - 0 egypt,9.14
M95,Round of 16,argentina vs egypt,argentina 0 - 0 egypt,7.39
M95,Round of 16,argentina vs egypt,argentina 1 - 1 egypt,5.81
M95,Round of 16,argentina vs egypt,argentina 3 - 1 egypt,5.53
M95,Round of 16,argentina vs egypt,argentina 4 - 0 egypt,3.85
M95,Round of 16,argentina vs egypt,argentina 4 - 1 egypt,2.24
M95,Round of 16,argentina vs egypt,argentina 3 - 2 egypt,1.75
M95,Round of 16,argentina vs egypt,argentina 5 - 0 egypt,1.34
M95,Round of 16,argentina vs egypt,argentina 2 - 2 egypt,1.3
M95,Round of 16,argentina vs egypt,argentina 0 - 1 egypt,1.23
M95,Round of 16,argentina vs egypt,argentina 5 - 1 egypt,0.78
M95,Round of 16,argentina vs egypt,argentina 4 - 2 egypt,0.77
M95,Round of 16,argentina vs egypt,argentina 1 - 2 egypt,0.48
M95,Round of 16,argentina vs egypt,argentina 0 - 2 egypt,0.42
M95,Round of 16,argentina vs egypt,argentina 6 - 0 egypt,0.39
M95,Round of 16,argentina vs egypt,argentina 5 - 2 egypt,0.26
M95,Round of 16,argentina vs egypt,argentina 6 - 1 egypt,0.22
M95,Round of 16,argentina vs egypt,argentina 4 - 3 egypt,0.16
M95,Round of 16,argentina vs egypt,argentina 3 - 3 egypt,0.13
M95,Round of 16,argentina vs egypt,argentina 1 - 3 egypt,0.13
M95,Round of 16,argentina vs egypt,argentina 7 - 0 egypt,0.1
M95,Round of 16,argentina vs egypt,argentina 6 - 2 egypt,0.09
M95,Round of 16,argentina vs egypt,argentina 0 - 3 egypt,0.08
M95,Round of 16,argentina vs egypt,argentina 7 - 1 egypt,0.08
M95,Round of 16,argentina vs egypt,argentina 2 - 3 egypt,0.08
M95,Round of 16,argentina vs egypt,argentina 5 - 3 egypt,0.04
M95,Round of 16,argentina vs egypt,argentina 1 - 4 egypt,0.03
M95,Round of 16,argentina vs egypt,argentina 2 - 4 egypt,0.03
M95,Round of 16,argentina vs egypt,argentina 0 - 4 egypt,0.02
M95,Round of 16,argentina vs egypt,argentina 6 - 3 egypt,0.02
M95,Round of 16,argentina vs egypt,argentina 3 - 4 egypt,0.01
M95,Round of 16,argentina vs egypt,argentina 4 - 4 egypt,0.01
M95,Round of 16,argentina vs egypt,argentina 7 - 2 egypt,0.01
M95,Round of 16,argentina vs egypt,argentina 5 - 4 egypt,0.01
M95,Round of 16,argentina vs egypt,argentina 1 - 5 egypt,0.01
M95,Round of 16,argentina vs egypt,argentina 4 - 5 egypt,0.0
M95,Round of 16,argentina vs egypt,argentina 7 - 3 egypt,0.0
M95,Round of 16,argentina vs egypt,argentina 6 - 5 egypt,0.0
M95,Round of 16,argentina vs egypt,argentina 7 - 5 egypt,0.0
M95,Round of 16,argentina vs egypt,argentina 1 - 6 egypt,0.0
M95,Round of 16,argentina vs egypt,argentina 7 - 4 egypt,0.0
M96,Round of 16,colombia vs switzerland,colombia 1 - 0 switzerland,18.01
M96,Round of 16,colombia vs switzerland,colombia 2 - 0 switzerland,11.02
M96,Round of 16,colombia vs switzerland,colombia 1 - 1 switzerland,10.76
M96,Round of 16,colombia vs switzerland,colombia 0 - 0 switzerland,10.4
M96,Round of 16,colombia vs switzerland,colombia 2 - 1 switzerland,10.16
M96,Round of 16,colombia vs switzerland,colombia 0 - 1 switzerland,6.67
M96,Round of 16,colombia vs switzerland,colombia 3 - 0 switzerland,4.57
M96,Round of 16,colombia vs switzerland,colombia 3 - 1 switzerland,4.41
M96,Round of 16,colombia vs switzerland,colombia 1 - 2 switzerland,3.8
M96,Round of 16,colombia vs switzerland,colombia 0 - 2 switzerland,3.25
M96,Round of 16,colombia vs switzerland,colombia 2 - 2 switzerland,3.21
M96,Round of 16,colombia vs switzerland,colombia 3 - 2 switzerland,2.29
M96,Round of 16,colombia vs switzerland,colombia 4 - 0 switzerland,1.82
M96,Round of 16,colombia vs switzerland,colombia 4 - 1 switzerland,1.52
M96,Round of 16,colombia vs switzerland,colombia 1 - 3 switzerland,1.33
M96,Round of 16,colombia vs switzerland,colombia 0 - 3 switzerland,1.16
M96,Round of 16,colombia vs switzerland,colombia 2 - 3 switzerland,0.88
M96,Round of 16,colombia vs switzerland,colombia 4 - 2 switzerland,0.79
M96,Round of 16,colombia vs switzerland,colombia 5 - 0 switzerland,0.53
M96,Round of 16,colombia vs switzerland,colombia 3 - 3 switzerland,0.48
