Match_ID,Stage,Matchup,Score_Line,Probability_Pct
M96,Round of 16,colombia vs switzerland,colombia 5 - 1 switzerland,0.47
M96,Round of 16,colombia vs switzerland,colombia 1 - 4 switzerland,0.38
M96,Round of 16,colombia vs switzerland,colombia 0 - 4 switzerland,0.34
M96,Round of 16,colombia vs switzerland,colombia 5 - 2 switzerland,0.25
M96,Round of 16,colombia vs switzerland,colombia 4 - 3 switzerland,0.24
M96,Round of 16,colombia vs switzerland,colombia 2 - 4 switzerland,0.23
M96,Round of 16,colombia vs switzerland,colombia 6 - 0 switzerland,0.16
M96,Round of 16,colombia vs switzerland,colombia 6 - 1 switzerland,0.11
M96,Round of 16,colombia vs switzerland,colombia 3 - 4 switzerland,0.11
M96,Round of 16,colombia vs switzerland,colombia 1 - 5 switzerland,0.1
M96,Round of 16,colombia vs switzerland,colombia 0 - 5 switzerland,0.09
M96,Round of 16,colombia vs switzerland,colombia 6 - 2 switzerland,0.06
M96,Round of 16,colombia vs switzerland,colombia 5 - 3 switzerland,0.06
M96,Round of 16,colombia vs switzerland,colombia 2 - 5 switzerland,0.06
M96,Round of 16,colombia vs switzerland,colombia 4 - 4 switzerland,0.04
M96,Round of 16,colombia vs switzerland,colombia 3 - 5 switzerland,0.03
M96,Round of 16,colombia vs switzerland,colombia 5 - 4 switzerland,0.03
M96,Round of 16,colombia vs switzerland,colombia 7 - 1 switzerland,0.02
M96,Round of 16,colombia vs switzerland,colombia 7 - 0 switzerland,0.02
M96,Round of 16,colombia vs switzerland,colombia 6 - 3 switzerland,0.02
M96,Round of 16,colombia vs switzerland,colombia 0 - 6 switzerland,0.02
M96,Round of 16,colombia vs switzerland,colombia 1 - 6 switzerland,0.02
M96,Round of 16,colombia vs switzerland,colombia 2 - 6 switzerland,0.01
M96,Round of 16,colombia vs switzerland,colombia 7 - 2 switzerland,0.01
M96,Round of 16,colombia vs switzerland,colombia 7 - 3 switzerland,0.01
M96,Round of 16,colombia vs switzerland,colombia 4 - 5 switzerland,0.01
M96,Round of 16,colombia vs switzerland,colombia 4 - 6 switzerland,0.01
M96,Round of 16,colombia vs switzerland,colombia 3 - 6 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 6 - 4 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 1 - 7 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 0 - 7 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 6 - 5 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 6 - 6 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 5 - 5 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 5 - 6 switzerland,0.0
M96,Round of 16,colombia vs switzerland,colombia 2 - 7 switzerland,0.0
M97,Quarter-Finals,france vs netherlands,france 1 - 1 netherlands,17.19
M97,Quarter-Finals,france vs netherlands,france 1 - 0 netherlands,14.99
M97,Quarter-Finals,france vs netherlands,france 0 - 0 netherlands,13.7
M97,Quarter-Finals,france vs netherlands,france 2 - 0 netherlands,10.49
M97,Quarter-Finals,france vs netherlands,france 2 - 1 netherlands,9.52
M97,Quarter-Finals,france vs netherlands,france 2 - 2 netherlands,6.22
M97,Quarter-Finals,france vs netherlands,france 3 - 0 netherlands,5.01
M97,Quarter-Finals,france vs netherlands,france 3 - 1 netherlands,4.95
M97,Quarter-Finals,france vs netherlands,france 3 - 2 netherlands,2.48
M97,Quarter-Finals,france vs netherlands,france 0 - 1 netherlands,2.23
M97,Quarter-Finals,france vs netherlands,france 4 - 0 netherlands,2.04
M97,Quarter-Finals,france vs netherlands,france 4 - 1 netherlands,1.91
M97,Quarter-Finals,france vs netherlands,france 1 - 2 netherlands,1.45
M97,Quarter-Finals,france vs netherlands,france 0 - 2 netherlands,1.09
M97,Quarter-Finals,france vs netherlands,france 3 - 3 netherlands,1.04
M97,Quarter-Finals,france vs netherlands,france 4 - 2 netherlands,0.99
M97,Quarter-Finals,france vs netherlands,france 5 - 0 netherlands,0.7
M97,Quarter-Finals,france vs netherlands,france 5 - 1 netherlands,0.64
M97,Quarter-Finals,france vs netherlands,france 1 - 3 netherlands,0.44
M97,Quarter-Finals,france vs netherlands,france 2 - 3 netherlands,0.41
M97,Quarter-Finals,france vs netherlands,france 0 - 3 netherlands,0.4
M97,Quarter-Finals,france vs netherlands,france 5 - 2 netherlands,0.34
M97,Quarter-Finals,france vs netherlands,france 4 - 3 netherlands,0.32
M97,Quarter-Finals,france vs netherlands,france 6 - 0 netherlands,0.21
M97,Quarter-Finals,france vs netherlands,france 6 - 1 netherlands,0.18
M97,Quarter-Finals,france vs netherlands,france 1 - 4 netherlands,0.15
M97,Quarter-Finals,france vs netherlands,france 5 - 3 netherlands,0.12
M97,Quarter-Finals,france vs netherlands,france 2 - 4 netherlands,0.11
M97,Quarter-Finals,france vs netherlands,france 0 - 4 netherlands,0.1
M97,Quarter-Finals,france vs netherlands,france 4 - 4 netherlands,0.1
M97,Quarter-Finals,france vs netherlands,france 6 - 2 netherlands,0.1
M97,Quarter-Finals,france vs netherlands,france 7 - 0 netherlands,0.07
M97,Quarter-Finals,france vs netherlands,france 3 - 4 netherlands,0.05
M97,Quarter-Finals,france vs netherlands,france 7 - 1 netherlands,0.04
M97,Quarter-Finals,france vs netherlands,france 1 - 5 netherlands,0.04
M97,Quarter-Finals,france vs netherlands,france 6 - 3 netherlands,0.03
M97,Quarter-Finals,france vs netherlands,france 0 - 5 netherlands,0.03
M97,Quarter-Finals,france vs netherlands,france 5 - 4 netherlands,0.03
M97,Quarter-Finals,france vs netherlands,france 2 - 5 netherlands,0.03
M97,Quarter-Finals,france vs netherlands,france 7 - 2 netherlands,0.02
M97,Quarter-Finals,france vs netherlands,france 5 - 5 netherlands,0.01
M97,Quarter-Finals,france vs netherlands,france 3 - 5 netherlands,0.01
M97,Quarter-Finals,france vs netherlands,france 4 - 5 netherlands,0.01
M97,Quarter-Finals,france vs netherlands,france 7 - 4 netherlands,0.01
M97,Quarter-Finals,france vs netherlands,france 0 - 6 netherlands,0.0
M97,Quarter-Finals,france vs netherlands,france 6 - 4 netherlands,0.0
M97,Quarter-Finals,france vs netherlands,france 1 - 6 netherlands,0.0
M97,Quarter-Finals,france vs netherlands,france 6 - 6 netherlands,0.0
M97,Quarter-Finals,france vs netherlands,france 4 - 7 netherlands,0.0
M97,Quarter-Finals,france vs netherlands,france 7 - 5 netherlands,0.0
M97,Quarter-Finals,france vs netherlands,france 7 - 3 netherlands,0.0
M97,Quarter-Finals,france vs netherlands,france 3 - 6 netherlands,0.0
M98,Quarter-Finals,belgium vs spain,belgium 0 - 1 spain,16.57
M98,Quarter-Finals,belgium vs spain,belgium 1 - 1 spain,12.37
M98,Quarter-Finals,belgium vs spain,belgium 0 - 2 spain,12.17
M98,Quarter-Finals,belgium vs spain,belgium 1 - 2 spain,11.98
M98,Quarter-Finals,belgium vs spain,belgium 0 - 0 spain,8.77
M98,Quarter-Finals,belgium vs spain,belgium 0 - 3 spain,6.44
M98,Quarter-Finals,belgium vs spain,belgium 1 - 3 spain,6.3
M98,Quarter-Finals,belgium vs spain,belgium 2 - 2 spain,4.85
M98,Quarter-Finals,belgium vs spain,belgium 2 - 3 spain,3.33
M98,Quarter-Finals,belgium vs spain,belgium 1 - 4 spain,2.66
M98,Quarter-Finals,belgium vs spain,belgium 0 - 4 spain,2.59
M98,Quarter-Finals,belgium vs spain,belgium 1 - 0 spain,1.7
M98,Quarter-Finals,belgium vs spain,belgium 2 - 4 spain,1.32
M98,Quarter-Finals,belgium vs spain,belgium 2 - 1 spain,1.24
M98,Quarter-Finals,belgium vs spain,belgium 0 - 5 spain,1.0
M98,Quarter-Finals,belgium vs spain,belgium 1 - 5 spain,0.96
M98,Quarter-Finals,belgium vs spain,belgium 3 - 3 spain,0.9
M98,Quarter-Finals,belgium vs spain,belgium 2 - 0 spain,0.88
M98,Quarter-Finals,belgium vs spain,belgium 3 - 4 spain,0.53
M98,Quarter-Finals,belgium vs spain,belgium 3 - 1 spain,0.46
M98,Quarter-Finals,belgium vs spain,belgium 2 - 5 spain,0.44
M98,Quarter-Finals,belgium vs spain,belgium 3 - 0 spain,0.33
M98,Quarter-Finals,belgium vs spain,belgium 1 - 6 spain,0.32
M98,Quarter-Finals,belgium vs spain,belgium 3 - 2 spain,0.31
M98,Quarter-Finals,belgium vs spain,belgium 0 - 6 spain,0.28
M98,Quarter-Finals,belgium vs spain,belgium 3 - 5 spain,0.16
M98,Quarter-Finals,belgium vs spain,belgium 4 - 1 spain,0.13
M98,Quarter-Finals,belgium vs spain,belgium 4 - 4 spain,0.12
M98,Quarter-Finals,belgium vs spain,belgium 2 - 6 spain,0.12
M98,Quarter-Finals,belgium vs spain,belgium 4 - 0 spain,0.12
M98,Quarter-Finals,belgium vs spain,belgium 4 - 2 spain,0.11
M98,Quarter-Finals,belgium vs spain,belgium 0 - 7 spain,0.07
M98,Quarter-Finals,belgium vs spain,belgium 1 - 7 spain,0.07
M98,Quarter-Finals,belgium vs spain,belgium 3 - 6 spain,0.06
M98,Quarter-Finals,belgium vs spain,belgium 4 - 5 spain,0.06
M98,Quarter-Finals,belgium vs spain,belgium 4 - 3 spain,0.05
M98,Quarter-Finals,belgium vs spain,belgium 2 - 7 spain,0.04
M98,Quarter-Finals,belgium vs spain,belgium 5 - 1 spain,0.03
M98,Quarter-Finals,belgium vs spain,belgium 5 - 2 spain,0.02
M98,Quarter-Finals,belgium vs spain,belgium 5 - 0 spain,0.02
M98,Quarter-Finals,belgium vs spain,belgium 4 - 6 spain,0.02
M98,Quarter-Finals,belgium vs spain,belgium 5 - 5 spain,0.02
M98,Quarter-Finals,belgium vs spain,belgium 5 - 3 spain,0.02
M98,Quarter-Finals,belgium vs spain,belgium 3 - 7 spain,0.02
M98,Quarter-Finals,belgium vs spain,belgium 4 - 7 spain,0.01
M98,Quarter-Finals,belgium vs spain,belgium 6 - 3 spain,0.01
M98,Quarter-Finals,belgium vs spain,belgium 6 - 2 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 5 - 4 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 5 - 6 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 6 - 6 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 5 - 7 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 7 - 0 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 6 - 1 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 6 - 4 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 7 - 4 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 6 - 5 spain,0.0
M98,Quarter-Finals,belgium vs spain,belgium 6 - 0 spain,0.0
M99,Quarter-Finals,brazil vs england,brazil 1 - 0 england,19.46
M99,Quarter-Finals,brazil vs england,brazil 1 - 1 england,12.6
M99,Quarter-Finals,brazil vs england,brazil 0 - 0 england,11.86
M99,Quarter-Finals,brazil vs england,brazil 2 - 0 england,11.45
M99,Quarter-Finals,brazil vs england,brazil 2 - 1 england,10.88
M99,Quarter-Finals,brazil vs england,brazil 3 - 0 england,4.98
M99,Quarter-Finals,brazil vs england,brazil 0 - 1 england,4.57
M99,Quarter-Finals,brazil vs england,brazil 3 - 1 england,4.41
M99,Quarter-Finals,brazil vs england,brazil 2 - 2 england,3.7
M99,Quarter-Finals,brazil vs england,brazil 1 - 2 england,2.53
M99,Quarter-Finals,brazil vs england,brazil 3 - 2 england,2.27
M99,Quarter-Finals,brazil vs england,brazil 0 - 2 england,2.23
M99,Quarter-Finals,brazil vs england,brazil 4 - 0 england,1.56
M99,Quarter-Finals,brazil vs england,brazil 4 - 1 england,1.46
M99,Quarter-Finals,brazil vs england,brazil 1 - 3 england,0.85
M99,Quarter-Finals,brazil vs england,brazil 0 - 3 england,0.82
M99,Quarter-Finals,brazil vs england,brazil 4 - 2 england,0.73
M99,Quarter-Finals,brazil vs england,brazil 3 - 3 england,0.52
M99,Quarter-Finals,brazil vs england,brazil 5 - 0 england,0.47
M99,Quarter-Finals,brazil vs england,brazil 2 - 3 england,0.47
M99,Quarter-Finals,brazil vs england,brazil 5 - 1 england,0.41
M99,Quarter-Finals,brazil vs england,brazil 4 - 3 england,0.28
M99,Quarter-Finals,brazil vs england,brazil 1 - 4 england,0.25
M99,Quarter-Finals,brazil vs england,brazil 5 - 2 england,0.24
M99,Quarter-Finals,brazil vs england,brazil 0 - 4 england,0.2
M99,Quarter-Finals,brazil vs england,brazil 2 - 4 england,0.12
M99,Quarter-Finals,brazil vs england,brazil 6 - 0 england,0.1
M99,Quarter-Finals,brazil vs england,brazil 6 - 1 england,0.08
M99,Quarter-Finals,brazil vs england,brazil 1 - 5 england,0.07
M99,Quarter-Finals,brazil vs england,brazil 5 - 3 england,0.07
M99,Quarter-Finals,brazil vs england,brazil 0 - 5 england,0.06
M99,Quarter-Finals,brazil vs england,brazil 3 - 4 england,0.05
M99,Quarter-Finals,brazil vs england,brazil 6 - 2 england,0.04
M99,Quarter-Finals,brazil vs england,brazil 4 - 4 england,0.03
M99,Quarter-Finals,brazil vs england,brazil 7 - 0 england,0.02
M99,Quarter-Finals,brazil vs england,brazil 7 - 1 england,0.02
M99,Quarter-Finals,brazil vs england,brazil 5 - 4 england,0.02
M99,Quarter-Finals,brazil vs england,brazil 6 - 3 england,0.02
M99,Quarter-Finals,brazil vs england,brazil 2 - 5 england,0.02
M99,Quarter-Finals,brazil vs england,brazil 0 - 6 england,0.01
M99,Quarter-Finals,brazil vs england,brazil 2 - 6 england,0.01
M99,Quarter-Finals,brazil vs england,brazil 7 - 2 england,0.01
M99,Quarter-Finals,brazil vs england,brazil 3 - 5 england,0.01
M99,Quarter-Finals,brazil vs england,brazil 3 - 6 england,0.01
M99,Quarter-Finals,brazil vs england,brazil 1 - 6 england,0.01
M99,Quarter-Finals,brazil vs england,brazil 4 - 5 england,0.01
M99,Quarter-Finals,brazil vs england,brazil 5 - 5 england,0.0
M99,Quarter-Finals,brazil vs england,brazil 0 - 7 england,0.0
M99,Quarter-Finals,brazil vs england,brazil 7 - 3 england,0.0
M99,Quarter-Finals,brazil vs england,brazil 3 - 7 england,0.0
M100,Quarter-Finals,argentina vs colombia,argentina 0 - 0 colombia,22.16
M100,Quarter-Finals,argentina vs colombia,argentina 1 - 1 colombia,18.26
M100,Quarter-Finals,argentina vs colombia,argentina 1 - 0 colombia,13.12
M100,Quarter-Finals,argentina vs colombia,argentina 0 - 1 colombia,9.01
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 0 colombia,7.12
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 1 colombia,5.91
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 2 colombia,4.03
M100,Quarter-Finals,argentina vs colombia,argentina 0 - 2 colombia,3.94
M100,Quarter-Finals,argentina vs colombia,argentina 1 - 2 colombia,3.94
M100,Quarter-Finals,argentina vs colombia,argentina 3 - 0 colombia,2.81
M100,Quarter-Finals,argentina vs colombia,argentina 3 - 1 colombia,2.15
M100,Quarter-Finals,argentina vs colombia,argentina 1 - 3 colombia,1.15
M100,Quarter-Finals,argentina vs colombia,argentina 0 - 3 colombia,1.05
M100,Quarter-Finals,argentina vs colombia,argentina 3 - 2 colombia,0.95
M100,Quarter-Finals,argentina vs colombia,argentina 4 - 0 colombia,0.78
M100,Quarter-Finals,argentina vs colombia,argentina 4 - 1 colombia,0.66
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 3 colombia,0.64
M100,Quarter-Finals,argentina vs colombia,argentina 3 - 3 colombia,0.42
M100,Quarter-Finals,argentina vs colombia,argentina 1 - 4 colombia,0.3
M100,Quarter-Finals,argentina vs colombia,argentina 4 - 2 colombia,0.26
M100,Quarter-Finals,argentina vs colombia,argentina 0 - 4 colombia,0.24
M100,Quarter-Finals,argentina vs colombia,argentina 5 - 0 colombia,0.21
M100,Quarter-Finals,argentina vs colombia,argentina 5 - 1 colombia,0.17
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 4 colombia,0.12
M100,Quarter-Finals,argentina vs colombia,argentina 1 - 5 colombia,0.07
M100,Quarter-Finals,argentina vs colombia,argentina 5 - 2 colombia,0.07
M100,Quarter-Finals,argentina vs colombia,argentina 4 - 3 colombia,0.07
M100,Quarter-Finals,argentina vs colombia,argentina 0 - 5 colombia,0.06
M100,Quarter-Finals,argentina vs colombia,argentina 6 - 0 colombia,0.05
M100,Quarter-Finals,argentina vs colombia,argentina 3 - 4 colombia,0.05
M100,Quarter-Finals,argentina vs colombia,argentina 4 - 4 colombia,0.04
M100,Quarter-Finals,argentina vs colombia,argentina 6 - 1 colombia,0.03
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 5 colombia,0.03
M100,Quarter-Finals,argentina vs colombia,argentina 6 - 2 colombia,0.03
M100,Quarter-Finals,argentina vs colombia,argentina 5 - 3 colombia,0.02
M100,Quarter-Finals,argentina vs colombia,argentina 3 - 5 colombia,0.02
M100,Quarter-Finals,argentina vs colombia,argentina 0 - 6 colombia,0.01
M100,Quarter-Finals,argentina vs colombia,argentina 7 - 0 colombia,0.01
M100,Quarter-Finals,argentina vs colombia,argentina 5 - 5 colombia,0.01
M100,Quarter-Finals,argentina vs colombia,argentina 6 - 3 colombia,0.01
M100,Quarter-Finals,argentina vs colombia,argentina 5 - 4 colombia,0.01
M100,Quarter-Finals,argentina vs colombia,argentina 1 - 6 colombia,0.01
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 6 colombia,0.0
M100,Quarter-Finals,argentina vs colombia,argentina 7 - 1 colombia,0.0
M100,Quarter-Finals,argentina vs colombia,argentina 4 - 5 colombia,0.0
M100,Quarter-Finals,argentina vs colombia,argentina 5 - 6 colombia,0.0
M100,Quarter-Finals,argentina vs colombia,argentina 2 - 7 colombia,0.0
M101,Semi-Finals,france vs spain,france 1 - 1 spain,17.55
M101,Semi-Finals,france vs spain,france 0 - 0 spain,15.54
M101,Semi-Finals,france vs spain,france 0 - 1 spain,10.14
M101,Semi-Finals,france vs spain,france 1 - 0 spain,9.69
M101,Semi-Finals,france vs spain,france 1 - 2 spain,6.1
M101,Semi-Finals,france vs spain,france 2 - 1 spain,5.8
M101,Semi-Finals,france vs spain,france 2 - 0 spain,5.55
M101,Semi-Finals,france vs spain,france 0 - 2 spain,5.55
M101,Semi-Finals,france vs spain,france 2 - 2 spain,5.49
M101,Semi-Finals,france vs spain,france 1 - 3 spain,2.42
M101,Semi-Finals,france vs spain,france 3 - 1 spain,2.34
M101,Semi-Finals,france vs spain,france 3 - 0 spain,2.33
M101,Semi-Finals,france vs spain,france 0 - 3 spain,2.17
M101,Semi-Finals,france vs spain,france 3 - 2 spain,1.45
M101,Semi-Finals,france vs spain,france 2 - 3 spain,1.44
M101,Semi-Finals,france vs spain,france 3 - 3 spain,0.87
M101,Semi-Finals,france vs spain,france 1 - 4 spain,0.84
M101,Semi-Finals,france vs spain,france 4 - 1 spain,0.77
M101,Semi-Finals,france vs spain,france 0 - 4 spain,0.65
M101,Semi-Finals,france vs spain,france 4 - 0 spain,0.64
M101,Semi-Finals,france vs spain,france 2 - 4 spain,0.39
M101,Semi-Finals,france vs spain,france 4 - 2 spain,0.39
M101,Semi-Finals,france vs spain,france 0 - 5 spain,0.21
M101,Semi-Finals,france vs spain,france 1 - 5 spain,0.21
M101,Semi-Finals,france vs spain,france 3 - 4 spain,0.21
M101,Semi-Finals,france vs spain,france 5 - 1 spain,0.2
M101,Semi-Finals,france vs spain,france 5 - 0 spain,0.17
M101,Semi-Finals,france vs spain,france 4 - 3 spain,0.14
M101,Semi-Finals,france vs spain,france 5 - 2 spain,0.12
M101,Semi-Finals,france vs spain,france 2 - 5 spain,0.11
M101,Semi-Finals,france vs spain,france 6 - 1 spain,0.07
M101,Semi-Finals,france vs spain,france 4 - 4 spain,0.06
M101,Semi-Finals,france vs spain,france 5 - 3 spain,0.05
M101,Semi-Finals,france vs spain,france 6 - 0 spain,0.05
M101,Semi-Finals,france vs spain,france 3 - 5 spain,0.04
M101,Semi-Finals,france vs spain,france 0 - 6 spain,0.04
M101,Semi-Finals,france vs spain,france 1 - 6 spain,0.03
M101,Semi-Finals,france vs spain,france 2 - 6 spain,0.02
M101,Semi-Finals,france vs spain,france 0 - 7 spain,0.02
M101,Semi-Finals,france vs spain,france 7 - 0 spain,0.02
M101,Semi-Finals,france vs spain,france 6 - 3 spain,0.02
M101,Semi-Finals,france vs spain,france 6 - 2 spain,0.02
M101,Semi-Finals,france vs spain,france 5 - 4 spain,0.02
M101,Semi-Finals,france vs spain,france 5 - 5 spain,0.01
M101,Semi-Finals,france vs spain,france 4 - 6 spain,0.01
M101,Semi-Finals,france vs spain,france 7 - 3 spain,0.01
M101,Semi-Finals,france vs spain,france 1 - 7 spain,0.01
M101,Semi-Finals,france vs spain,france 7 - 1 spain,0.01
M101,Semi-Finals,france vs spain,france 4 - 5 spain,0.01
M101,Semi-Finals,france vs spain,france 6 - 6 spain,0.0
M101,Semi-Finals,france vs spain,france 7 - 2 spain,0.0
M101,Semi-Finals,france vs spain,france 2 - 7 spain,0.0
M101,Semi-Finals,france vs spain,france 3 - 6 spain,0.0
M102,Semi-Finals,argentina vs brazil,argentina 0 - 1 brazil,16.49
M102,Semi-Finals,argentina vs brazil,argentina 1 - 0 brazil,11.72
M102,Semi-Finals,argentina vs brazil,argentina 0 - 0 brazil,10.95
M102,Semi-Finals,argentina vs brazil,argentina 1 - 1 brazil,10.43
M102,Semi-Finals,argentina vs brazil,argentina 0 - 2 brazil,9.04
M102,Semi-Finals,argentina vs brazil,argentina 1 - 2 brazil,8.35
M102,Semi-Finals,argentina vs brazil,argentina 2 - 0 brazil,5.74
M102,Semi-Finals,argentina vs brazil,argentina 2 - 1 brazil,5.71
M102,Semi-Finals,argentina vs brazil,argentina 0 - 3 brazil,3.32
M102,Semi-Finals,argentina vs brazil,argentina 1 - 3 brazil,3.12
M102,Semi-Finals,argentina vs brazil,argentina 2 - 2 brazil,2.82
M102,Semi-Finals,argentina vs brazil,argentina 3 - 0 brazil,1.98
M102,Semi-Finals,argentina vs brazil,argentina 3 - 1 brazil,1.91
M102,Semi-Finals,argentina vs brazil,argentina 2 - 3 brazil,1.51
M102,Semi-Finals,argentina vs brazil,argentina 3 - 2 brazil,1.07
M102,Semi-Finals,argentina vs brazil,argentina 0 - 4 brazil,1.06
M102,Semi-Finals,argentina vs brazil,argentina 1 - 4 brazil,0.99
M102,Semi-Finals,argentina vs brazil,argentina 4 - 0 brazil,0.56
M102,Semi-Finals,argentina vs brazil,argentina 2 - 4 brazil,0.52
M102,Semi-Finals,argentina vs brazil,argentina 4 - 1 brazil,0.45
M102,Semi-Finals,argentina vs brazil,argentina 4 - 2 brazil,0.33
M102,Semi-Finals,argentina vs brazil,argentina 3 - 3 brazil,0.32
M102,Semi-Finals,argentina vs brazil,argentina 0 - 5 brazil,0.25
M102,Semi-Finals,argentina vs brazil,argentina 1 - 5 brazil,0.24
M102,Semi-Finals,argentina vs brazil,argentina 3 - 4 brazil,0.2
M102,Semi-Finals,argentina vs brazil,argentina 5 - 0 brazil,0.15
M102,Semi-Finals,argentina vs brazil,argentina 4 - 3 brazil,0.13
M102,Semi-Finals,argentina vs brazil,argentina 2 - 5 brazil,0.13
M102,Semi-Finals,argentina vs brazil,argentina 5 - 1 brazil,0.11
M102,Semi-Finals,argentina vs brazil,argentina 5 - 2 brazil,0.08
M102,Semi-Finals,argentina vs brazil,argentina 0 - 6 brazil,0.04
M102,Semi-Finals,argentina vs brazil,argentina 3 - 5 brazil,0.04
M102,Semi-Finals,argentina vs brazil,argentina 4 - 4 brazil,0.03
M102,Semi-Finals,argentina vs brazil,argentina 6 - 1 brazil,0.03
M102,Semi-Finals,argentina vs brazil,argentina 6 - 0 brazil,0.03
M102,Semi-Finals,argentina vs brazil,argentina 5 - 3 brazil,0.02
M102,Semi-Finals,argentina vs brazil,argentina 0 - 7 brazil,0.02
M102,Semi-Finals,argentina vs brazil,argentina 1 - 6 brazil,0.02
M102,Semi-Finals,argentina vs brazil,argentina 6 - 2 brazil,0.02
M102,Semi-Finals,argentina vs brazil,argentina 2 - 6 brazil,0.02
M102,Semi-Finals,argentina vs brazil,argentina 7 - 1 brazil,0.01
M102,Semi-Finals,argentina vs brazil,argentina 1 - 7 brazil,0.01
M102,Semi-Finals,argentina vs brazil,argentina 4 - 5 brazil,0.01
M102,Semi-Finals,argentina vs brazil,argentina 7 - 0 brazil,0.01
M102,Semi-Finals,argentina vs brazil,argentina 3 - 6 brazil,0.01
M102,Semi-Finals,argentina vs brazil,argentina 4 - 7 brazil,0.0
M102,Semi-Finals,argentina vs brazil,argentina 6 - 4 brazil,0.0
M102,Semi-Finals,argentina vs brazil,argentina 6 - 3 brazil,0.0
M102,Semi-Finals,argentina vs brazil,argentina 3 - 7 brazil,0.0
M102,Semi-Finals,argentina vs brazil,argentina 5 - 5 brazil,0.0
M102,Semi-Finals,argentina vs brazil,argentina 7 - 2 brazil,0.0
M103,Third Place Playoff,argentina vs france,argentina 0 - 1 france,18.4
M103,Third Place Playoff,argentina vs france,argentina 1 - 1 france,12.94
M103,Third Place Playoff,argentina vs france,argentina 0 - 0 france,12.7
M103,Third Place Playoff,argentina vs france,argentina 1 - 0 france,9.86
M103,Third Place Playoff,argentina vs france,argentina 0 - 2 france,9.53
M103,Third Place Playoff,argentina vs france,argentina 1 - 2 france,8.19
M103,Third Place Playoff,argentina vs france,argentina 2 - 0 france,4.64
M103,Third Place Playoff,argentina vs france,argentina 2 - 1 france,4.54
M103,Third Place Playoff,argentina vs france,argentina 0 - 3 france,3.43
M103,Third Place Playoff,argentina vs france,argentina 2 - 2 france,3.23
M103,Third Place Playoff,argentina vs france,argentina 1 - 3 france,2.89
M103,Third Place Playoff,argentina vs france,argentina 3 - 1 france,1.6
M103,Third Place Playoff,argentina vs france,argentina 2 - 3 france,1.5
M103,Third Place Playoff,argentina vs france,argentina 3 - 0 france,1.29
M103,Third Place Playoff,argentina vs france,argentina 1 - 4 france,0.9
M103,Third Place Playoff,argentina vs france,argentina 3 - 2 france,0.86
M103,Third Place Playoff,argentina vs france,argentina 0 - 4 france,0.81
M103,Third Place Playoff,argentina vs france,argentina 4 - 0 france,0.48
M103,Third Place Playoff,argentina vs france,argentina 2 - 4 france,0.42
M103,Third Place Playoff,argentina vs france,argentina 3 - 3 france,0.41
M103,Third Place Playoff,argentina vs france,argentina 4 - 1 france,0.39
M103,Third Place Playoff,argentina vs france,argentina 1 - 5 france,0.17
M103,Third Place Playoff,argentina vs france,argentina 4 - 2 france,0.13
M103,Third Place Playoff,argentina vs france,argentina 3 - 4 france,0.13
M103,Third Place Playoff,argentina vs france,argentina 0 - 5 france,0.13
M103,Third Place Playoff,argentina vs france,argentina 5 - 1 france,0.1
M103,Third Place Playoff,argentina vs france,argentina 3 - 5 france,0.04
M103,Third Place Playoff,argentina vs france,argentina 2 - 5 france,0.04
M103,Third Place Playoff,argentina vs france,argentina 4 - 3 france,0.03
M103,Third Place Playoff,argentina vs france,argentina 1 - 6 france,0.03
M103,Third Place Playoff,argentina vs france,argentina 5 - 4 france,0.03
M103,Third Place Playoff,argentina vs france,argentina 5 - 0 france,0.03
M103,Third Place Playoff,argentina vs france,argentina 5 - 2 france,0.03
M103,Third Place Playoff,argentina vs france,argentina 1 - 7 france,0.03
M103,Third Place Playoff,argentina vs france,argentina 4 - 5 france,0.01
M103,Third Place Playoff,argentina vs france,argentina 2 - 6 france,0.01
M103,Third Place Playoff,argentina vs france,argentina 4 - 6 france,0.01
M103,Third Place Playoff,argentina vs france,argentina 0 - 6 france,0.01
